repo_name,repo_link,stars,language,topic_name,description
dcloudio / uni-app,https://github.com/dcloudio/uni-app,40.6k,JavaScript,iOS,A cross-platform framework using Vue.js
fastlane / fastlane,https://github.com/fastlane/fastlane,40k,Ruby,iOS,🚀 The easiest way to automate building and releasing your iOS and Android apps
Snailclimb / JavaGuide,https://github.com/Snailclimb/JavaGuide,149k,Java,Java,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！
iluwatar / java-design-patterns,https://github.com/iluwatar/java-design-patterns,91.1k,Java,Java,Design patterns implemented in Java
macrozheng / mall,https://github.com/macrozheng/mall,79.7k,Java,Java,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于Spring Boot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。
doocs / advanced-java,https://github.com/doocs/advanced-java,77.4k,Java,Java,😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识
expo / expo,https://github.com/expo/expo,38.7k,TypeScript,iOS,"An open-source framework for making universal native apps with React. Expo runs on Android, iOS, and the web."
SheetJS / sheetjs,https://github.com/SheetJS/sheetjs,35.5k,Unknown,iOS,📗 SheetJS Spreadsheet Data Toolkit -- New home
xitu / gold-miner,https://github.com/xitu/gold-miner,34k,Unknown,iOS,🥇掘金翻译计划，可能是世界最大最好的英译中技术社区，最懂读者和译者的翻译平台：
bilibili / ijkplayer,https://github.com/bilibili/ijkplayer,32.8k,C,iOS,"Android/iOS video player based on FFmpeg n3.4, with MediaCodec, VideoToolbox support."
spring-projects / spring-boot,https://github.com/spring-projects/spring-boot,76.7k,Java,Java,"Spring Boot helps you to create Spring-powered, production-grade applications and services with absolute minimum fuss."
elastic / elasticsearch,https://github.com/elastic/elasticsearch,72.2k,Java,Java,"Free and Open Source, Distributed, RESTful Search Engine"
kdn251 / interviews,https://github.com/kdn251/interviews,64.1k,Java,Java,Everything you need to know to get the job.
TheAlgorithms / Java,https://github.com/TheAlgorithms/Java,61.2k,Java,Java,All Algorithms implemented in Java
utmapp / UTM,https://github.com/utmapp/UTM,28.7k,Swift,iOS,Virtual machines for iOS and macOS
AvaloniaUI / Avalonia,https://github.com/AvaloniaUI/Avalonia,27.3k,C#,iOS,"Develop Desktop, Embedded, Mobile and WebAssembly apps with C# and XAML. The most popular .NET UI client technology"
quasarframework / quasar,https://github.com/quasarframework/quasar,26.4k,JavaScript,iOS,Quasar Framework - Build high-performance VueJS user interfaces in record time
azl397985856 / leetcode,https://github.com/azl397985856/leetcode,55.2k,JavaScript,Java,LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。)
Stirling-Tools / Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,55.2k,Java,Java,#1 Locally hosted web application that allows you to perform various operations on PDF files
youngyangyang04 / leetcode-master,https://github.com/youngyangyang04/leetcode-master,55.2k,Shell,Java,《代码随想录》LeetCode 刷题攻略：200道经典题目刷题顺序，共60w字的详细图解，视频难点剖析，50余张思维导图，支持C++，Java，Python，Go，JavaScript等多语言版本，从此算法学习不再迷茫！🔥🔥 来看看，你会发现相见恨晚！🚀
google / guava,https://github.com/google/guava,50.6k,Java,Java,Google core libraries for Java
ReactiveX / RxJava,https://github.com/ReactiveX/RxJava,48.1k,Java,Java,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.
square / okhttp,https://github.com/square/okhttp,46.3k,Kotlin,Java,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM."
square / retrofit,https://github.com/square/retrofit,43.4k,HTML,Java,A type-safe HTTP client for Android and the JVM
skylot / jadx,https://github.com/skylot/jadx,43.4k,Java,Java,Dex to Java decompiler
dbeaver / dbeaver,https://github.com/dbeaver/dbeaver,42.5k,Java,Java,Free universal database tool and SQL client
jeecgboot / JeecgBoot,https://github.com/jeecgboot/JeecgBoot,42.1k,Java,Java,🔥「AI 低代码平台」前后端分离 SpringBoot 2.x/3.x，SpringCloud，Ant Design&Vue3，Mybatis，Shiro！强大的代码生成器让前后端代码一键生成，无需写任何代码! 引领AI低代码开发模式 AI生成->OnlineCoding->代码生成->手工MERGE，帮助Java项目解决80%重复工作，让开发更关注业务，提高开发效率、节省成本，同时又不失灵活性
apache / dubbo,https://github.com/apache/dubbo,40.9k,Java,Java,The java implementation of Apache Dubbo. An RPC and microservice framework.
jquery / jquery,https://github.com/jquery/jquery,59.5k,JavaScript,jQuery,jQuery JavaScript Library
NervJS / taro,https://github.com/NervJS/taro,36.3k,TypeScript,jQuery,开放式跨端跨框架解决方案，支持使用 React/Vue/Nerv 等框架来开发微信/京东/百度/支付宝/字节跳动/ QQ 小程序/H5/React Native 等应用。
alvarotrigo / fullPage.js,https://github.com/alvarotrigo/fullPage.js,35.4k,JavaScript,jQuery,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple
cheeriojs / cheerio,https://github.com/cheeriojs/cheerio,29.3k,TypeScript,jQuery,"The fast, flexible, and elegant library for parsing and manipulating HTML and XML."
select2 / select2,https://github.com/select2/select2,26k,JavaScript,jQuery,"Select2 is a jQuery based replacement for select boxes. It supports searching, remote data sets, and infinite scrolling of results."
nhn / tui.editor,https://github.com/nhn/tui.editor,17.4k,TypeScript,jQuery,🍞📝 Markdown WYSIWYG Editor. GFM Standard + Chart & UML Extensible.
PuerkitoBio / goquery,https://github.com/PuerkitoBio/goquery,14.4k,Go,jQuery,"A little like that j-thing, only in Go."
pandao / editor.md,https://github.com/pandao/editor.md,14.1k,JavaScript,jQuery,The open source embeddable online markdown editor (component).
selectize / selectize.js,https://github.com/selectize/selectize.js,13.1k,SCSS,jQuery,"Selectize is the hybrid of a textbox and <select> box. It's jQuery based, and it has autocomplete and native-feeling keyboard navigation; useful for tagging, contact lists, etc."
xifangczy / cat-catch,https://github.com/xifangczy/cat-catch,12.1k,JavaScript,jQuery,猫抓 浏览器资源嗅探扩展 / cat-catch Browser Resource Sniffing Extension
jessepollak / card,https://github.com/jessepollak/card,11.7k,SCSS,jQuery,💳 make your credit card form better in one line of code
jquery / jquery-ui,https://github.com/jquery/jquery-ui,11.3k,JavaScript,jQuery,The official jQuery user interface library.
jquery-validation / jquery-validation,https://github.com/jquery-validation/jquery-validation,10.4k,JavaScript,jQuery,jQuery Validation Plugin library sources
jekyll / jekyll,https://github.com/jekyll/jekyll,49.8k,Ruby,Jekyll,🌐 Jekyll is a blog-aware static site generator in Ruby
snapappointments / bootstrap-select,https://github.com/snapappointments/bootstrap-select,9.9k,JavaScript,jQuery,"🚀 The jQuery plugin that brings select elements into the 21st century with intuitive multiselection, searching, and much more."
fengyuanchen / cropper,https://github.com/fengyuanchen/cropper,7.7k,JavaScript,jQuery,"[Deprecated] No longer maintained, please use"
fancyapps / fancybox,https://github.com/fancyapps/fancybox,7.3k,JavaScript,jQuery,"jQuery lightbox script for displaying images, videos and more. Touch enabled, responsive and fully customizable."
AllThingsSmitty / must-watch-javascript,https://github.com/AllThingsSmitty/must-watch-javascript,7.1k,Unknown,jQuery,"🔥 JavaScript talks you have to see 📺 on functional programming, performance, frameworks, React, debugging, leveling up, and more! ⚡️"
olifolkerd / tabulator,https://github.com/olifolkerd/tabulator,7k,JavaScript,jQuery,Interactive Tables and Data Grids for JavaScript
tabler / tabler,https://github.com/tabler/tabler,39k,MDX,Jekyll,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap
academicpages / academicpages.github.io,https://github.com/academicpages/academicpages.github.io,13.7k,HTML,Jekyll,"Github Pages template based upon HTML and Markdown for personal, portfolio-based websites."
mmistakes / minimal-mistakes,https://github.com/mmistakes/minimal-mistakes,12.8k,HTML,Jekyll,"📐 Jekyll theme for building a personal site, blog, project documentation, or portfolio."
alshedivat / al-folio,https://github.com/alshedivat/al-folio,12.6k,HTML,Jekyll,"A beautiful, simple, clean, and responsive Jekyll theme for academics"
primer / octicons,https://github.com/primer/octicons,8.5k,JavaScript,Jekyll,A scalable set of icons handcrafted with <3 by GitHub
fabiospampinato / cash,https://github.com/fabiospampinato/cash,7k,JavaScript,jQuery,An absurdly small jQuery alternative for modern browsers.
yangzongzhuan / RuoYi,https://github.com/yangzongzhuan/RuoYi,6.9k,HTML,jQuery,🎉 (RuoYi)官方仓库 基于SpringBoot的权限管理系统 易读易懂、界面简洁美观。 核心技术采用Spring、MyBatis、Shiro没有任何其它重度依赖。直接运行即可用
cotes2020 / jekyll-theme-chirpy,https://github.com/cotes2020/jekyll-theme-chirpy,8.4k,HTML,Jekyll,"A minimal, responsive, and feature-rich Jekyll theme for technical writing."
just-the-docs / just-the-docs,https://github.com/just-the-docs/just-the-docs,8k,SCSS,Jekyll,"A modern, high customizable, responsive Jekyll theme for documentation with built-in search."
home-assistant / home-assistant.io,https://github.com/home-assistant/home-assistant.io,6.3k,HTML,Jekyll,📘 Home Assistant User documentation
daattali / beautiful-jekyll,https://github.com/daattali/beautiful-jekyll,5.5k,HTML,Jekyll,✨ Build a beautiful and simple website in literally minutes. Demo at
mqtt / mqtt.org,https://github.com/mqtt/mqtt.org,5.1k,SCSS,Jekyll,The mqtt.org website
github / choosealicense.com,https://github.com/github/choosealicense.com,3.8k,Ruby,Jekyll,A site to provide non-judgmental guidance on choosing a license for your open source project
poole / hyde,https://github.com/poole/hyde,3.7k,CSS,Jekyll,A brazen two-column theme for Jekyll.
jekyll / minima,https://github.com/jekyll/minima,3.6k,SCSS,Jekyll,Minima is a one-size-fits-all Jekyll theme for writers.
fastai / fastpages,https://github.com/fastai/fastpages,3.5k,Jupyter Notebook,Jekyll,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks."
sharu725 / online-cv,https://github.com/sharu725/online-cv,3.3k,JavaScript,Jekyll,A minimal Jekyll Theme to host your resume (CV) on GitHub with a few clicks.
poole / lanyon,https://github.com/poole/lanyon,3.3k,CSS,Jekyll,"A content-first, sliding sidebar theme for Jekyll."
kitian616 / jekyll-TeXt-theme,https://github.com/kitian616/jekyll-TeXt-theme,3.2k,SCSS,Jekyll,"💎 🐳 A super customizable Jekyll theme for personal site, team site, blog, project, documentation, etc."
jekyll / jekyll-admin,https://github.com/jekyll/jekyll-admin,2.9k,JavaScript,Jekyll,A Jekyll plugin that provides users with a traditional CMS-style graphical interface to author content and administer Jekyll sites.
poole / poole,https://github.com/poole/poole,2.8k,CSS,Jekyll,The Jekyll Butler. A no frills responsive Jekyll blog theme.
fastapi / fastapi,https://github.com/fastapi/fastapi,82.7k,Python,JSON,"FastAPI framework, high performance, easy to learn, fast to code, ready for production"
prettier / prettier,https://github.com/prettier/prettier,50.2k,JavaScript,JSON,Prettier is an opinionated code formatter.
chinese-poetry / chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,48.9k,JavaScript,JSON,"The most comprehensive database of Chinese poetry 🧶最全中华古诗词数据库, 唐宋两朝近一万四千古诗人, 接近5.5万首唐诗加26万宋诗. 两宋时期1564位词人，21050首词。"
nlohmann / json,https://github.com/nlohmann/json,45k,C++,JSON,JSON for Modern C++
Asabeneh / 30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,44.2k,JavaScript,JSON,"30 days of JavaScript programming challenge is a step-by-step guide to learn JavaScript programming language in 30 days. This challenge may take more than 100 days, please just follow your own pace. These videos may help too:"
AykutSarac / jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,37.4k,TypeScript,JSON,"✨ Innovative and open-source visualization application that transforms various data formats, such as JSON, YAML, XML, CSV and more, into interactive graphs."
SheetJS / sheetjs,https://github.com/SheetJS/sheetjs,35.5k,Unknown,JSON,📗 SheetJS Spreadsheet Data Toolkit -- New home
httpie / cli,https://github.com/httpie/cli,35.2k,Python,JSON,"🥧 HTTPie CLI — modern, user-friendly command-line HTTP client for the API era. JSON support, colors, sessions, downloads, plugins & more."
fastapi / full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,31.6k,TypeScript,JSON,"Full stack, modern web application template. Using FastAPI, React, SQLModel, PostgreSQL, Docker, GitHub Actions, automatic HTTPS and more."
codex-team / editor.js,https://github.com/codex-team/editor.js,29.9k,TypeScript,JSON,A block-style editor with clean JSON output
chinabugotech / hutool,https://github.com/chinabugotech/hutool,29.7k,Java,JSON,🍬A set of tools that keep Java sweet.
alibaba / fastjson,https://github.com/alibaba/fastjson,25.8k,Java,JSON,"FASTJSON 2.0.x has been released, faster and more secure, recommend you upgrade."
redisson / redisson,https://github.com/redisson/redisson,23.7k,Java,JSON,"Redisson - Valkey and Redis Java client. Real-Time Data Platform. Sync/Async/RxJava/Reactive API. Over 50 Valkey and Redis based Java objects and services: Set, Multimap, SortedSet, Map, List, Queue, Deque, Semaphore, Lock, AtomicLong, Map Reduce, Bloom filter, Spring, Tomcat, Scheduler, JCache API, Hibernate, RPC, local cache.."
